id,filtered_words_str,label_index
F137,well billion school skill. — shocking claims flat earth surface internet.,0.0
R088,young news southern home husband. trade world number since piece happy middle. experts discuss ongoing developments research.,1.0
R169,point blood fish minute local. seat effort investment help citizen dog series. experts discuss ongoing developments technology breakthrough.,1.0
R193,energy imagine level another nation picture relationship. language film participant process nothing. experts discuss ongoing developments technology breakthrough.,1.0
F247,image plant quickly finish themselves. step owner view early office well. — shocking claims mind control surface internet.,0.0
R179,sort executive consider important month live about. indeed address enough skill. experts discuss ongoing developments technology breakthrough.,1.0
F138,base sister resource evening fall stay. side down. recognize first good describe animal. — shocking claims immortal jellyfish surface internet.,0.0
R017,democrat rock rest result meeting. recognize size capital fear project. character majority shake newspaper. experts discuss ongoing developments policy.,1.0
F090,voice ten great. evidence high culture rock specific. — shocking claims mind control surface internet.,0.0
F222,run strong art ball drop enter. care space lawyer protect. — shocking claims mind control surface internet.,0.0
R114,mrs play bit politics behavior. sea live drug maybe. experts discuss ongoing developments climate change.,1.0
F235,stage someone throw certain much require guess. project kid call itself. — shocking claims celebrity scandal surface internet.,0.0
F185,money amount long garden talk. — shocking claims hoax surface internet.,0.0
F221,morning avoid stand effort bill. individual house officer floor when. — shocking claims flat earth surface internet.,0.0
F054,need data education break remember event whether. effort size window. — shocking claims secret cure surface internet.,0.0
R000,raise authority film significant page discuss page. green poor special strategy color three tonight. experts discuss ongoing developments public health.,1.0
R178,return letter style religious upon consumer option. town family model raise hit. experts discuss ongoing developments budget report.,1.0
F006,might part answer available enter reason. everything local among end. hair real quickly game fly sometimes hear. — shocking claims hoax surface internet.,0.0
F174,wall fall republican tree environment. performance recognize pattern. — shocking claims secret cure surface internet.,0.0
R009,feel security benefit western. offer later student trip result. experts discuss ongoing developments election.,1.0
R122,right man time design list score. still leader entire. use eye try read. experts discuss ongoing developments economic growth.,1.0
F189,data bar approach onto. small buy miss time. — shocking claims immortal jellyfish surface internet.,0.0
R146,discuss raise around available exactly. possible adult night set. experts discuss ongoing developments technology breakthrough.,1.0
R022,employee change policy time dark my. instead administration relate organization evening. stage finally culture car develop among. experts discuss ongoing developments climate change.,1.0
F177,add professor capital. degree begin investment yeah somebody success. — shocking claims aliens surface internet.,0.0
F021,feel buy hand teach always. happen decade. interview avoid two drop friend. — shocking claims secret cure surface internet.,0.0
R039,figure law treatment history new. describe democrat raise already increase. experts discuss ongoing developments economic growth.,1.0
F061,eye happen morning population policy middle product. evening care data analysis fast reduce high. take national tax sit wear. — shocking claims miracle drug surface internet.,0.0
R057,ahead surface miss thank focus. maintain today white. experts discuss ongoing developments technology breakthrough.,1.0
F154,sport particular car blood throughout among. — shocking claims immortal jellyfish surface internet.,0.0
F052,prepare interesting situation director system still receive. clearly lay discussion account. — shocking claims mind control surface internet.,0.0
F124,base material beat side maybe development price. indicate toward feeling. — shocking claims flat earth surface internet.,0.0
R071,interesting season smile. ok full fast thing. challenge traditional strategy successful eight. experts discuss ongoing developments budget report.,1.0
R152,carry hard ago another. seek song degree ago two discussion parent. interesting want respond. experts discuss ongoing developments budget report.,1.0
F038,catch practice light head. mrs window only. bad shake tend religious responsibility. — shocking claims mind control surface internet.,0.0
F101,thank pm fly white compare. discuss rather age. challenge fish anything test economic control hair. — shocking claims immortal jellyfish surface internet.,0.0
F203,others piece threat response hair. material fight interview indeed service unit. lead radio campaign yard. — shocking claims celebrity scandal surface internet.,0.0
F192,inside kid attention situation speech bad. stuff religious across already thank reflect. — shocking claims government cover-up surface internet.,0.0
R189,money reflect position short newspaper second. trip billion important government something. despite program five large structure task stop. experts discuss ongoing developments climate change.,1.0
R098,experience health fall walk subject around. experts discuss ongoing developments election.,1.0
R149,manager audience none try remember thought. home staff perform add. experts discuss ongoing developments economic growth.,1.0
R046,concern car safe manage social particular. rate despite experience. experts discuss ongoing developments education.,1.0
F055,force eye seem human. magazine necessary half bad successful appear. value assume personal church. — shocking claims hoax surface internet.,0.0
F159,ten indeed fight win good inside. skin task issue billion learn. treatment official administration including. — shocking claims flat earth surface internet.,0.0
F083,property determine give. focus full somebody subject father key interest. — shocking claims secret cure surface internet.,0.0
R109,customer water choose religious. floor admit arm woman. experts discuss ongoing developments education.,1.0
R102,speak writer pretty. outside sense clear. program place phone sure. experts discuss ongoing developments climate change.,1.0
R060,product option right wide today who. owner let hard. race east seven clear form authority. experts discuss ongoing developments election.,1.0
F085,per third mouth. ball audience significant hand. — shocking claims secret cure surface internet.,0.0
F188,may long management without simple standard. huge senior describe meet fish stage kind. trial something green only. — shocking claims hoax surface internet.,0.0
F131,spring rest effort culture. party region eat. — shocking claims hoax surface internet.,0.0
R202,nearly even financial expect. within probably must power condition. experts discuss ongoing developments public health.,1.0
F111,rather live. suffer population action human. food view degree. cost southern decision environment trip leg sell. — shocking claims celebrity scandal surface internet.,0.0
R151,sit make meet onto month. book language course feel per. experts discuss ongoing developments policy.,1.0
F058,partner travel take whatever. hospital least fight yet example degree. — shocking claims government cover-up surface internet.,0.0
R164,research cut prevent carry tough human their. group recently action guess laugh drop send. experts discuss ongoing developments education.,1.0
F242,need eye upon single seat send dinner. start hand gas section yard onto exist. — shocking claims celebrity scandal surface internet.,0.0
F064,modern well anyone determine group factor true front. like set pay consider market or. — shocking claims mind control surface internet.,0.0
R228,prevent job rather. plant decade condition. experts discuss ongoing developments education.,1.0
R210,item listen kind. history relationship on. experts discuss ongoing developments economic growth.,1.0
R156,site whose source view relate somebody. experts discuss ongoing developments policy.,1.0
R192,year fine card effect authority instead dinner. experts discuss ongoing developments climate change.,1.0
F102,wind respond heavy of. bag rest seat significant. environmental seat soon size daughter now. — shocking claims government cover-up surface internet.,0.0
R237,somebody study character safe republican executive page. perform back night. debate even write popular up. experts discuss ongoing developments election.,1.0
F015,newspaper break quite environment. professional difficult fact born maybe together common. activity game drive sit. — shocking claims immortal jellyfish surface internet.,0.0
F020,leader oil natural why. large anything lose serious reality indeed clear south. walk rest particularly eight fire toward trouble. — shocking claims celebrity scandal surface internet.,0.0
R083,information court region. camera pay pick machine. experts discuss ongoing developments election.,1.0
F035,address response record development. material high kind keep. — shocking claims hoax surface internet.,0.0
R082,many improve right work natural myself. traditional ready ten him. experts discuss ongoing developments budget report.,1.0
F114,respond treatment skin family song. news employee information customer. — shocking claims mind control surface internet.,0.0
F179,certainly food still war level. war song enjoy show answer. — shocking claims secret cure surface internet.,0.0
F026,reveal memory near consumer professor. company strong story letter strategy. — shocking claims celebrity scandal surface internet.,0.0
R217,live tv laugh southern fact gun collection still. later usually employee think hope. experts discuss ongoing developments election.,1.0
F009,try bad reality energy source. similar action several case teacher why. — shocking claims celebrity scandal surface internet.,0.0
F240,section sport recognize economy. dinner drive apply bed per. — shocking claims aliens surface internet.,0.0
R216,move center woman claim wall. mind medical movement ago. start thus church magazine reveal million. experts discuss ongoing developments research.,1.0
F129,lead person land drive. need range treat mrs. — shocking claims flat earth surface internet.,0.0
R197,tax send watch author. series section community. experts discuss ongoing developments education.,1.0
F142,southern daughter argue phone. television box her. — shocking claims government cover-up surface internet.,0.0
R140,rich home media. pay series represent factor city quality event owner. experts discuss ongoing developments climate change.,1.0
R165,defense boy film. bring stage. training feeling company answer environmental. experts discuss ongoing developments budget report.,1.0
R139,money market low maintain. manager low cup claim republican floor. experts discuss ongoing developments education.,1.0
F232,give tree five. stuff politics concern forget memory. new place want conference item. — shocking claims hoax surface internet.,0.0
F108,mother serious west crime. hair traditional majority although participant. various value surface open should. — shocking claims celebrity scandal surface internet.,0.0
F167,part huge outside. direction hospital. shoulder high design billion front drug always. little treat front prepare determine form. — shocking claims celebrity scandal surface internet.,0.0
R242,last near far. stand old activity sit allow wife. experts discuss ongoing developments research.,1.0
F133,never safe story teacher ever around important. sport enjoy truth first. push believe step everything night though. — shocking claims immortal jellyfish surface internet.,0.0
F025,operation significant six listen. vote skin actually central. — shocking claims flat earth surface internet.,0.0
F093,check half skin foot sport. movie top speech source. yes hospital chair better himself. — shocking claims immortal jellyfish surface internet.,0.0
F236,play team job town less listen. believe think mind. — shocking claims government cover-up surface internet.,0.0
F069,good cell early start research professor fear. — shocking claims flat earth surface internet.,0.0
F219,staff concern manager. court within two radio treat. — shocking claims flat earth surface internet.,0.0
R079,blood allow likely quite. old open study result item. experts discuss ongoing developments election.,1.0
F042,young specific also return agreement likely. type statement federal system. theory individual help over. — shocking claims hoax surface internet.,0.0
R154,american plant nation later best argue understand. race hour. experts discuss ongoing developments budget report.,1.0
R089,air movie significant amount help huge us. concern development task item. start chance week message rise. experts discuss ongoing developments public health.,1.0
R038,behavior little size performance. anyone research performance window. experts discuss ongoing developments public health.,1.0
R053,whose environment over. wide reduce every benefit kid machine. experts discuss ongoing developments economic growth.,1.0
F201,offer course treat economic. firm list matter visit protect. — shocking claims hoax surface internet.,0.0
F013,section according message marriage organization computer trouble. enter film option future win certainly. — shocking claims secret cure surface internet.,0.0
R023,might although case event mr. figure political accept make buy look treatment. either crime speech range firm yet. experts discuss ongoing developments policy.,1.0
R068,cover base spring fill. democratic issue appear citizen right recognize. experts discuss ongoing developments technology breakthrough.,1.0
F065,class thus bad ever us design. morning moment last focus rather. finish yet activity production floor activity. — shocking claims hoax surface internet.,0.0
F239,message member may agreement southern. newspaper positive blood yeah science. analysis behind view memory. — shocking claims celebrity scandal surface internet.,0.0
F084,court fish different center audience do. trouble suddenly condition. similar long career. — shocking claims miracle drug surface internet.,0.0
R120,station total deep indicate tend. voice garden meet school tough quite. attention provide audience rise. experts discuss ongoing developments election.,1.0
F207,state hear understand bank poor imagine. population fear early plan they. — shocking claims government cover-up surface internet.,0.0
R158,question art matter concern apply economy. certainly heart reflect figure. experts discuss ongoing developments economic growth.,1.0
R097,like store look either hundred direction tv. foreign identify cause present call sign company. experts discuss ongoing developments technology breakthrough.,1.0
R092,natural popular race power. moment fast take safe. experts discuss ongoing developments technology breakthrough.,1.0
F172,form director term. unit news congress physical. — shocking claims hoax surface internet.,0.0
R182,protect direction billion member account collection toward rich. level raise prepare sister space. catch section audience age good worry single thing. shoulder talk material. experts discuss ongoing developments economic growth.,1.0
F014,wish business bring speech above. art poor continue house woman fire. — shocking claims secret cure surface internet.,0.0
R230,animal whose drug write local. like year plant country. tend finally provide place card. experts discuss ongoing developments election.,1.0
F223,although maybe member. lose machine general west. possible performance. public voice night attorney reach car. — shocking claims government cover-up surface internet.,0.0
R221,field pick reason very. send agency. help ahead continue. experts discuss ongoing developments policy.,1.0
R173,whole republican everyone daughter free. decide surface fish. argue almost you. experts discuss ongoing developments climate change.,1.0
F249,adult everyone whatever still. suffer page nation. — shocking claims immortal jellyfish surface internet.,0.0
F112,student stop yet class us. notice appear around receive service mother fire. white chance challenge huge nice woman. — shocking claims government cover-up surface internet.,0.0
R058,consider car pay. tell mouth care. experts discuss ongoing developments budget report.,1.0
R159,share current action build. tonight throw. guess none owner every concern. become including course collection town computer open happen. experts discuss ongoing developments economic growth.,1.0
R029,painting receive husband goal opportunity woman. administration morning production speak. market note box really. experts discuss ongoing developments economic growth.,1.0
R126,sure establish building enter real try. operation center economy employee center stuff. pretty trouble hold site western career risk. experts discuss ongoing developments research.,1.0
R132,federal remember deep else. lawyer magazine store including. experts discuss ongoing developments education.,1.0
R025,hard dog young plan position stand. spring quickly body phone day. particular nearly walk. experts discuss ongoing developments election.,1.0
F214,president blue religious impact soldier charge. available middle big carry call usually. traditional full process foreign better one. — shocking claims secret cure surface internet.,0.0
R177,return training. bank store speech ok. experts discuss ongoing developments policy.,1.0
R196,term special medical fight blue. nothing collection fall. son rule human probably dark make. particularly enter religious else tv. experts discuss ongoing developments budget report.,1.0
R135,security entire full court prove. support pull identify physical also short past. artist listen paper executive. experts discuss ongoing developments budget report.,1.0
F152,deep allow ask camera. simple garden accept discuss these. information effort require party discuss. — shocking claims government cover-up surface internet.,0.0
F180,effect article central ahead choose. build matter represent later many society. — shocking claims secret cure surface internet.,0.0
F003,five wind law make event return. prepare break teacher something admit couple husband particular. yes firm rate election beautiful outside art. — shocking claims secret cure surface internet.,0.0
F244,kind share election point. plan glass bad with. — shocking claims celebrity scandal surface internet.,0.0
F194,even kitchen per economic. reality example spend cultural we. small future heart success. — shocking claims immortal jellyfish surface internet.,0.0
R044,kind security black early space their. individual data role size leader for. light fear hear listen. experts discuss ongoing developments policy.,1.0
R141,sing glass suffer. experts discuss ongoing developments economic growth.,1.0
R188,condition none growth late. speak miss few. figure vote training real more. experts discuss ongoing developments climate change.,1.0
F010,follow take wife. even water chair animal everybody full. issue understand experience couple one. — shocking claims aliens surface internet.,0.0
R106,imagine choose policy national. eat thing bad establish cost. may building allow weight act like. experts discuss ongoing developments economic growth.,1.0
R049,detail certainly husband serve increase. individual image recently star give tv fire. experts discuss ongoing developments research.,1.0
R144,wife young partner. look move particular course never protect suggest. experts discuss ongoing developments budget report.,1.0
F199,join figure enter become president my. summer ten building character month. — shocking claims celebrity scandal surface internet.,0.0
F215,policy wide offer run according but. whose already main world rest sport. — shocking claims secret cure surface internet.,0.0
R176,beautiful drive sell attack worry carry. sing shake risk message success girl speech. rule drive world six suggest mouth. experts discuss ongoing developments economic growth.,1.0
F105,media represent easy nature financial miss. camera city product impact. — shocking claims hoax surface internet.,0.0
F031,pretty child member question conference agreement whose. table debate beat end. — shocking claims miracle drug surface internet.,0.0
R206,sell serious walk eight forget another. program compare american road. wonder detail spend. experts discuss ongoing developments research.,1.0
F238,safe policy style foot give career over. always white southern great. new investment safe bar. — shocking claims secret cure surface internet.,0.0
R027,daughter change thought particularly. think toward health dream large cover. experts discuss ongoing developments climate change.,1.0
F169,able congress mother. — shocking claims government cover-up surface internet.,0.0
F208,hundred west television month important oil. — shocking claims aliens surface internet.,0.0
F212,sign pick life receive. loss bar test game reduce hope loss. — shocking claims miracle drug surface internet.,0.0
F032,wall rate development floor car full skill. probably hospital later. — shocking claims hoax surface internet.,0.0
F109,foot young establish artist establish really. — shocking claims hoax surface internet.,0.0
R111,social partner door story growth. wrong hard local site attention part toward. experts discuss ongoing developments policy.,1.0
F078,new half eye. news may watch name upon story. — shocking claims aliens surface internet.,0.0
R105,training pattern bring national action one new successful. likely compare amount finish same. thing cold skill use. experts discuss ongoing developments budget report.,1.0
F196,vote son get draw great knowledge trip. nothing result learn. — shocking claims government cover-up surface internet.,0.0
F118,might employee still. discussion just. want wish amount source. — shocking claims immortal jellyfish surface internet.,0.0
F077,part well state heart meet. road others garden force social would. — shocking claims secret cure surface internet.,0.0
F070,political right significant it. serious parent media recently tell live. — shocking claims government cover-up surface internet.,0.0
F041,kid require west defense option reality than. order bit mean many group. — shocking claims immortal jellyfish surface internet.,0.0
R026,structure feeling six offer evidence. miss relate trouble water similar. experts discuss ongoing developments policy.,1.0
R207,stock claim big agent sure official. reason role direction risk kitchen. happy music. experts discuss ongoing developments policy.,1.0
F163,adult produce mind alone within market. million pass form lot right girl. artist building. — shocking claims secret cure surface internet.,0.0
F171,artist together production add discussion. statement address face power mean entire none. — shocking claims government cover-up surface internet.,0.0
F139,young kind truth boy by. study last single. — shocking claims immortal jellyfish surface internet.,0.0
F120,modern hope science television space understand. rate different space. congress put another pick heavy degree. claim environment best second why. — shocking claims miracle drug surface internet.,0.0
F146,set decision billion behavior. student body company radio central newspaper attack face. — shocking claims mind control surface internet.,0.0
R115,friend lead finally writer. defense material still inside analysis whether be. experts discuss ongoing developments research.,1.0
F039,movie value low easy degree remember social. — shocking claims aliens surface internet.,0.0
F225,professor wife beautiful probably. camera prevent data theory individual. morning game tell admit house must almost. — shocking claims hoax surface internet.,0.0
F140,whole wall old travel natural. fall american trial bag wrong. — shocking claims aliens surface internet.,0.0
F122,likely peace. product teacher create to. drive forget production large high ask hold. blue tax three sense. — shocking claims mind control surface internet.,0.0
R070,miss indeed everything product. artist watch history few. ever country box late next positive. experts discuss ongoing developments budget report.,1.0
F248,else hold free. begin understand wonder feel travel. — shocking claims celebrity scandal surface internet.,0.0
R016,wall capital follow feel peace fund. experts discuss ongoing developments technology breakthrough.,1.0
R148,whether among first early wrong. step fight fly account fact. experts discuss ongoing developments technology breakthrough.,1.0
R142,tax blood south stuff. mind culture half much imagine. alone media name born ever. experts discuss ongoing developments budget report.,1.0
F141,strong american employee oil be. republican structure standard difficult magazine discuss threat suffer. — shocking claims miracle drug surface internet.,0.0
R076,letter sign. knowledge produce picture down. bill author area late price. experts discuss ongoing developments technology breakthrough.,1.0
R180,star ahead good line. guess hit western development present simply my. may adult either station rock. size body rock. experts discuss ongoing developments budget report.,1.0
F126,follow stage forward. leg hospital hot newspaper sure. — shocking claims aliens surface internet.,0.0
R134,service write hand season. sort report cover mr appear. experts discuss ongoing developments economic growth.,1.0
F132,size purpose describe level. president author eat beautiful scientist. — shocking claims mind control surface internet.,0.0
F230,recognize southern remember ground site. enter international fine pm happy focus. popular full stay today miss east true. — shocking claims immortal jellyfish surface internet.,0.0
F243,beyond need case. ever step middle lawyer. policy loss threat serve. — shocking claims aliens surface internet.,0.0
R191,feel according approach sport picture friend. kind order kind bar experience. start work use next mother firm. experts discuss ongoing developments budget report.,1.0
R130,boy somebody especially process. fund institution health between. lawyer law serve detail point. experts discuss ongoing developments public health.,1.0
F081,increase hear education area bed. detail clearly hit way return board. late great foreign certain serious. — shocking claims mind control surface internet.,0.0
R209,member law record style. camera mean military through. experts discuss ongoing developments technology breakthrough.,1.0
F228,brother place explain recently night. teach new during. — shocking claims hoax surface internet.,0.0
R030,model question. expect consider sense wife focus. experts discuss ongoing developments budget report.,1.0
R214,successful address start say thing peace radio. face main energy forward. hour responsibility shake whether room. experts discuss ongoing developments education.,1.0
R175,great sometimes evening. firm risk perhaps security government. trouble ball partner safe window. experts discuss ongoing developments economic growth.,1.0
